bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,sqft_basement,price
4.00,2.50,2450.00,5280.00,2450.00,0.00,525000.00
4.00,2.50,1710.00,9627.00,1440.00,270.00,749000.00
5.00,2.50,4870.00,11800.00,3470.00,1400.00,722500.00
3.00,2.50,3130.00,8750.00,3130.00,0.00,843000.00
2.00,2.00,1270.00,1372.00,1270.00,0.00,438000.00
3.00,1.75,2120.00,10875.00,1540.00,580.00,578000.00
3.00,1.50,1670.00,8230.00,1670.00,0.00,227950.00
3.00,2.25,2070.00,11576.00,2070.00,0.00,196000.00
2.00,1.00,1420.00,5332.00,1070.00,350.00,641000.00
3.00,1.50,1250.00,219978.00,1250.00,0.00,350000.00
3.00,1.00,940.00,7980.00,940.00,0.00,205000.00
3.00,1.75,1920.00,9102.00,1920.00,0.00,400000.00
3.00,2.50,3545.00,9816.00,2610.00,935.00,1030000.00
3.00,2.00,1260.00,5460.00,1260.00,0.00,505000.00
5.00,2.50,2340.00,7200.00,1300.00,1040.00,475000.00
3.00,2.25,2590.00,9263.00,1440.00,1150.00,520000.00
3.00,4.50,3970.00,24920.00,3260.00,710.00,1450000.00
3.00,1.75,1220.00,9732.00,1220.00,0.00,333500.00
3.00,1.00,1400.00,10403.00,1400.00,0.00,232000.00
3.00,2.75,2360.00,16117.00,1710.00,650.00,691100.00
3.00,1.75,1870.00,9897.00,1870.00,0.00,811000.00
3.00,2.50,2830.00,5802.00,2830.00,0.00,551000.00
3.00,2.50,2260.00,3640.00,2260.00,0.00,496500.00
3.00,3.00,1970.00,20978.00,1770.00,200.00,705000.00
4.00,2.50,3140.00,9225.00,1770.00,1370.00,578000.00
3.00,1.75,1240.00,8659.00,1240.00,0.00,255000.00
4.00,3.50,3450.00,7832.00,3450.00,0.00,1050000.00
3.00,2.25,2570.00,8491.00,2570.00,0.00,348000.00
3.00,2.00,1510.00,3413.00,1510.00,0.00,230000.00
4.00,2.25,2390.00,11250.00,2390.00,0.00,359500.00
3.00,1.00,980.00,7000.00,980.00,0.00,330000.00
1.00,0.75,430.00,5050.00,430.00,0.00,80000.00
3.00,1.75,1480.00,6360.00,1480.00,0.00,465000.00
4.00,2.50,1850.00,7324.00,1850.00,0.00,325000.00
3.00,2.00,2270.00,28025.00,1920.00,350.00,340500.00
3.00,2.50,1810.00,5192.00,1810.00,0.00,342500.00
2.00,2.00,1610.00,17600.00,1610.00,0.00,290900.00
3.00,4.25,3840.00,6161.00,3840.00,0.00,868700.00
4.00,2.75,4110.00,8400.00,3130.00,980.00,1199000.00
4.00,3.25,4190.00,10259.00,3150.00,1040.00,1150000.00
4.00,2.75,3390.00,6298.00,3390.00,0.00,859900.00
4.00,2.25,1890.00,3006.00,1890.00,0.00,520000.00
3.00,2.50,1610.00,2527.00,1080.00,530.00,460000.00
3.00,1.50,1050.00,4590.00,850.00,200.00,438924.00
2.00,1.00,630.00,6550.00,630.00,0.00,315000.00
4.00,2.75,2910.00,10650.00,1780.00,1130.00,590000.00
4.00,1.75,1700.00,8640.00,850.00,850.00,378500.00
3.00,2.50,1950.00,8130.00,1950.00,0.00,328500.00
3.00,3.00,2990.00,9773.00,2990.00,0.00,849950.00
3.00,1.50,1350.00,6000.00,900.00,450.00,525000.00
4.00,3.25,4860.00,181319.00,4860.00,0.00,1385000.00
4.00,2.50,2160.00,7725.00,1460.00,700.00,295000.00
6.00,3.50,4860.00,11793.00,3860.00,1000.00,1067000.00
2.00,2.00,890.00,5000.00,890.00,0.00,207950.00
4.00,2.75,2810.00,7302.00,2810.00,0.00,699900.00
5.00,2.50,3400.00,9500.00,3400.00,0.00,1280000.00
4.00,1.50,1580.00,7350.00,960.00,620.00,452000.00
3.00,2.00,1680.00,5036.00,1680.00,0.00,370000.00
3.00,1.75,1300.00,11230.00,1300.00,0.00,232000.00
5.00,2.50,2820.00,14062.00,2380.00,440.00,669950.00
3.00,2.00,1510.00,6710.00,1070.00,440.00,397500.00
2.00,2.50,1230.00,1391.00,870.00,360.00,490000.00
4.00,2.00,2110.00,4140.00,1710.00,400.00,725000.00
3.00,2.75,3080.00,19635.00,1610.00,1470.00,299000.00
2.00,1.50,1490.00,5750.00,1190.00,300.00,625000.00
3.00,2.50,2120.00,4500.00,2120.00,0.00,437500.00
4.00,2.50,3180.00,5438.00,3180.00,0.00,650000.00
2.00,1.00,1490.00,3825.00,860.00,630.00,475000.00
3.00,2.00,1930.00,11947.00,1930.00,0.00,342000.00
4.00,2.50,2770.00,7800.00,2770.00,0.00,1197350.00
3.00,1.50,1670.00,11610.00,1670.00,0.00,280000.00
2.00,1.75,1330.00,7200.00,1330.00,0.00,240000.00
3.00,1.00,1210.00,3328.00,1210.00,0.00,529000.00
3.00,1.00,1190.00,5100.00,1030.00,160.00,442000.00
2.00,1.00,1540.00,6872.00,820.00,720.00,615000.00
4.00,3.75,4030.00,10800.00,4030.00,0.00,1485000.00
4.00,1.75,2430.00,7559.00,1580.00,850.00,585000.00
4.00,2.50,2600.00,7787.00,2600.00,0.00,480000.00
5.00,3.50,4410.00,57063.00,4410.00,0.00,1095000.00
4.00,1.00,1330.00,8184.00,1330.00,0.00,290000.00
3.00,1.75,1900.00,5000.00,950.00,950.00,615000.00
2.00,1.00,1100.00,7680.00,1100.00,0.00,300000.00
3.00,1.00,1980.00,39150.00,1580.00,400.00,308000.00
3.00,2.50,2400.00,7745.00,2400.00,0.00,750000.00
4.00,2.25,4760.00,8036.00,3390.00,1370.00,2250000.00
4.00,3.25,3180.00,194278.00,3180.00,0.00,890000.00
3.00,1.00,1190.00,7560.00,1190.00,0.00,288000.00
2.00,1.00,630.00,6000.00,630.00,0.00,190000.00
5.00,3.00,2530.00,5105.00,1520.00,1010.00,515000.00
4.00,1.50,1690.00,11054.00,1690.00,0.00,235000.00
2.00,1.00,940.00,5000.00,940.00,0.00,275000.00
2.00,2.00,1240.00,9119.00,1240.00,0.00,727500.00
4.00,2.50,3040.00,6587.00,3040.00,0.00,650000.00
6.00,5.00,6050.00,230652.00,6050.00,0.00,1600000.00
4.00,1.00,1590.00,7085.00,1590.00,0.00,365000.00
3.00,1.75,2500.00,36947.00,2500.00,0.00,662000.00
3.00,2.50,1780.00,7848.00,1320.00,460.00,270500.00
2.00,1.50,1360.00,1898.00,1360.00,0.00,200000.00
4.00,3.25,4740.00,76230.00,4740.00,0.00,970000.00
3.00,1.50,1010.00,9600.00,1010.00,0.00,160000.00
3.00,1.00,1040.00,7405.00,1040.00,0.00,204000.00
3.00,2.25,1610.00,6655.00,1610.00,0.00,358000.00
4.00,1.75,1570.00,8268.00,1570.00,0.00,452000.00
2.00,2.00,1510.00,4000.00,1010.00,500.00,595000.00
3.00,2.00,1360.00,6082.00,1360.00,0.00,249000.00
4.00,2.50,1970.00,5106.00,1970.00,0.00,346900.00
3.00,2.50,5403.00,24069.00,5403.00,0.00,2125000.00
4.00,2.50,1560.00,4350.00,1560.00,0.00,280000.00
4.00,1.75,2320.00,12000.00,2270.00,50.00,318888.00
3.00,2.25,2120.00,40518.00,2120.00,0.00,530000.00
3.00,2.25,2120.00,18500.00,2120.00,0.00,375000.00
4.00,2.50,3350.00,29242.00,3350.00,0.00,910000.00
4.00,2.50,2380.00,9614.00,2380.00,0.00,782000.00
2.00,2.00,1070.00,649.00,720.00,350.00,259950.00
4.00,2.75,2300.00,18360.00,1560.00,740.00,315000.00
2.00,1.00,1320.00,8865.00,1320.00,0.00,215000.00
3.00,1.75,2180.00,10221.00,1140.00,1040.00,705000.00
3.00,3.00,4380.00,6320.00,3580.00,800.00,1450000.00
3.00,1.75,1790.00,9813.00,1790.00,0.00,451000.00
2.00,1.00,750.00,8125.00,750.00,0.00,261000.00
3.00,1.50,1300.00,8280.00,1300.00,0.00,396000.00
4.00,2.50,2990.00,29170.00,2990.00,0.00,725000.00
7.00,3.50,4640.00,15235.00,2860.00,1780.00,1950000.00
4.00,1.00,1400.00,7242.00,1400.00,0.00,238000.00
6.00,1.75,2750.00,9563.00,2750.00,0.00,750000.00
4.00,2.50,2050.00,10271.00,2050.00,0.00,331500.00
4.00,3.00,2230.00,108900.00,1410.00,820.00,460000.00
4.00,2.25,2340.00,217014.00,2340.00,0.00,404950.00
3.00,2.50,2870.00,5163.00,2870.00,0.00,880000.00
4.00,2.50,4120.00,22370.00,4120.00,0.00,863000.00
3.00,1.75,2080.00,9162.00,1370.00,710.00,638700.00
3.00,2.50,1840.00,5680.00,1840.00,0.00,435000.00
3.00,1.00,1180.00,5350.00,1180.00,0.00,260000.00
5.00,2.75,2160.00,4000.00,1530.00,630.00,671500.00
3.00,1.00,1180.00,3400.00,1180.00,0.00,610000.00
2.00,0.75,1160.00,15029.00,870.00,290.00,405000.00
4.00,2.50,1830.00,5612.00,1830.00,0.00,338900.00
4.00,4.00,3200.00,7708.00,3200.00,0.00,720000.00
5.00,3.00,2560.00,5445.00,1760.00,800.00,442000.00
5.00,2.75,2550.00,5040.00,2550.00,0.00,650000.00
3.00,1.75,1330.00,9917.00,1040.00,290.00,263500.00
2.00,1.00,1220.00,75794.00,1220.00,0.00,300000.00
3.00,2.50,1805.00,3402.00,1805.00,0.00,266000.00
4.00,4.00,6050.00,84942.00,4150.00,1900.00,930000.00
4.00,2.50,2320.00,5493.00,2320.00,0.00,530000.00
3.00,1.00,1384.00,8960.00,1384.00,0.00,180000.00
3.00,2.50,2720.00,6439.00,2720.00,0.00,619000.00
3.00,1.50,1820.00,10608.00,1820.00,0.00,264000.00
2.00,2.25,2130.00,4920.00,1530.00,600.00,730000.00
4.00,2.25,2060.00,10070.00,2060.00,0.00,439000.00
4.00,1.75,1420.00,7500.00,1080.00,340.00,268500.00
3.00,1.75,1510.00,15744.00,1510.00,0.00,330000.00
3.00,2.50,2160.00,4000.00,1960.00,200.00,640000.00
3.00,2.50,3180.00,12600.00,3180.00,0.00,900000.00
3.00,2.25,2110.00,13300.00,2110.00,0.00,370000.00
3.00,2.00,2060.00,2900.00,1330.00,730.00,685000.00
3.00,1.50,1830.00,217800.00,1010.00,820.00,505000.00
3.00,1.75,1820.00,32666.00,1820.00,0.00,265000.00
3.00,2.50,1610.00,2937.00,1610.00,0.00,290000.00
4.00,2.50,1780.00,3600.00,1780.00,0.00,296000.00
4.00,2.50,1840.00,9611.00,1840.00,0.00,360000.00
3.00,1.75,1460.00,10584.00,990.00,470.00,240500.00
2.00,2.50,1400.00,2958.00,1400.00,0.00,372500.00
3.00,2.50,3370.00,14402.00,3370.00,0.00,595000.00
4.00,3.00,3590.00,8249.00,3590.00,0.00,515000.00
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
