Avg. Area Income,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
82610.45,7.44,5.24,34880.77,1841904.24
84776.71,7.13,6.31,26952.56,1467075.17
51918.55,6.71,3.37,24734.41,661043.36
68858.03,6.28,3.21,28846.95,978035.34
53418.54,8.42,4.01,33572.75,1250882.29
70696.40,5.88,3.33,43313.17,1409238.80
70902.30,6.42,3.42,36768.63,1162746.62
62043.18,7.04,6.44,23249.82,878862.75
61411.42,7.09,3.29,49175.34,1338424.79
58293.43,7.40,5.13,45033.39,1094347.97
70851.60,6.90,4.07,27024.99,1195897.74
65669.98,8.11,5.05,40115.76,1050239.90
64823.02,7.05,5.12,36481.33,914231.29
68363.26,6.36,3.35,20667.90,864483.76
70596.85,6.54,3.10,51614.83,1599478.99
67947.40,6.92,4.38,35681.15,1336356.23
96807.44,7.30,5.07,29269.14,1808341.47
66733.63,7.22,3.27,35193.21,1424283.37
80665.00,6.65,3.47,40952.02,1471799.68
75378.63,7.10,4.15,28300.61,1347622.48
65198.94,7.61,5.10,23580.87,1163741.66
78739.22,6.33,2.28,28884.04,1450624.52
66697.53,6.01,3.12,25896.99,982298.04
58822.04,8.50,5.28,34141.83,868314.47
75093.96,7.39,4.08,27247.95,1231511.93
68709.28,6.45,4.34,16668.27,663128.84
68192.53,6.19,3.17,46821.32,1210496.63
84090.36,6.88,2.06,25127.55,1409033.07
69277.76,7.21,5.32,57408.31,1356384.67
63833.39,5.72,4.06,28928.92,1125476.20
70698.78,6.75,4.01,22987.67,1129975.82
68258.11,7.49,6.35,36205.15,1003642.63
62699.44,7.46,4.28,37816.34,1306367.81
76933.61,7.44,6.43,33433.34,1775874.76
65959.78,6.09,3.42,29803.17,1036685.24
78020.04,6.57,2.00,49601.24,1869929.20
69559.50,6.80,2.49,42013.73,1381085.73
90890.49,7.60,6.21,45519.26,2252243.34
56901.09,6.47,3.00,13704.35,787039.64
59206.17,7.78,6.02,28805.36,957283.66
65302.37,5.84,2.49,43818.68,1173695.29
86369.24,4.81,3.40,43683.30,1713161.70
71499.92,6.51,3.04,41870.91,1325503.45
69312.98,7.56,3.27,44237.12,1501497.53
77797.39,6.23,2.06,33847.01,1573580.23
55631.30,5.77,4.00,30884.45,693566.76
70836.01,5.99,4.49,37047.88,1524586.79
62152.61,5.57,3.17,42785.08,1048818.21
66919.92,6.67,4.21,38858.88,1310764.11
79868.12,7.40,5.05,54228.07,1537329.57
73145.46,6.71,2.19,41209.03,1244881.36
54535.45,6.87,4.41,30852.21,732733.24
72240.13,8.60,4.19,25012.87,1095806.63
47266.34,5.38,3.40,33421.96,476006.44
82551.54,5.22,4.43,40086.09,1599911.37
72232.37,8.46,3.37,49668.50,1675825.72
71624.59,7.44,6.03,29089.78,1175869.00
71670.45,6.53,4.41,31709.34,1135079.35
86157.18,6.48,2.28,62963.76,1833208.58
82416.13,7.15,3.41,15290.32,1120349.77
69566.74,5.65,2.36,37491.15,1080735.98
66684.35,6.97,2.04,37226.31,1168574.67
71743.48,7.66,5.01,44674.89,1919693.23
55473.74,8.18,5.26,48021.89,1466605.77
66261.62,7.77,6.03,26264.32,1234037.24
65380.32,7.35,6.15,21641.48,1269486.34
73431.53,5.55,3.33,31148.10,1176111.79
76169.73,6.43,2.23,50352.42,1371298.42
72630.65,7.19,5.34,34119.17,1246509.14
64601.80,7.63,4.15,24117.46,1020268.85
55995.01,7.03,3.50,20895.68,1130415.41
58301.73,8.06,6.39,32759.45,890559.86
66579.52,6.99,3.12,35826.71,1417158.54
73829.78,6.18,3.50,51385.52,1376492.92
86640.80,5.65,3.03,22432.14,1306207.11
80535.00,7.56,5.37,25691.68,1275208.58
51474.31,7.51,5.11,38952.19,902520.94
69333.68,6.54,2.00,17187.12,872312.17
55554.80,7.75,5.03,44903.45,994517.05
64055.28,7.34,5.21,27804.61,1289008.22
76811.40,7.37,4.00,27770.25,1610006.60
78030.07,7.09,3.43,42432.71,1843720.65
76921.68,7.10,4.47,44920.66,1891949.35
63833.84,7.98,5.28,34481.67,1451078.09
69120.09,7.11,5.21,36631.93,1481940.76
65454.97,8.01,3.00,47740.64,1144477.88
53067.17,7.23,5.21,46132.75,1279945.51
59519.21,8.76,6.27,42176.86,1193021.31
64724.69,4.87,4.41,43833.66,1167119.11
83936.75,5.58,2.15,25569.37,1225612.76
70298.14,4.43,2.31,33457.75,1131618.91
79337.33,8.30,3.21,41521.38,1697501.60
63578.82,7.17,3.17,42322.61,1365496.89
65124.66,6.37,4.10,19161.78,622449.65
84364.71,7.11,3.46,50521.10,1551094.81
76287.47,4.99,2.27,35212.74,1299126.83
56433.01,8.54,3.13,46058.87,1290324.65
83406.74,7.34,6.29,25350.74,1183884.01
74867.51,8.43,4.42,33768.51,1305934.32
55698.37,7.58,6.32,49506.83,1279117.97
59575.62,6.98,3.35,37153.85,786559.02
69605.57,7.40,3.07,35427.15,1588196.23
67663.97,7.79,3.01,30546.45,976649.02
75354.41,7.36,3.35,21574.47,1250866.57
63750.22,6.94,3.03,40582.00,1046627.05
72263.21,5.34,4.04,28428.30,1115935.28
69246.15,6.49,2.24,35005.79,1077813.59
65465.54,6.74,3.38,31297.53,1047689.27
107701.75,8.52,3.29,37619.44,2332110.74
58829.37,6.46,3.20,31236.58,956435.26
94650.55,7.35,5.15,27797.78,1892623.55
49851.13,5.26,3.04,32511.85,283208.13
61522.93,8.71,6.46,30398.57,1176021.38
59082.00,6.77,3.43,33462.67,783818.68
80732.17,7.11,6.23,28954.70,1625703.07
88222.04,6.88,2.15,34795.32,1961846.91
70651.69,5.74,2.26,35339.57,1084556.03
79289.11,6.03,2.30,41321.11,1428247.07
73969.66,8.22,6.00,39663.85,1634945.81
62857.08,5.86,4.17,48339.94,915992.56
72991.48,6.49,2.48,50626.50,1042373.52
62794.97,8.48,5.33,31162.06,879618.32
71806.36,6.22,2.45,47563.23,1210431.68
69584.66,8.05,6.19,17045.81,1059262.04
62357.03,7.13,5.00,23382.54,972417.81
59716.74,7.34,5.06,41273.01,1242979.15
71093.69,5.87,3.26,37143.40,1096846.09
76336.07,8.03,3.45,37258.20,1392685.29
54762.05,7.55,5.47,58460.28,1080464.85
61666.15,6.18,2.35,34605.03,821413.19
92280.50,8.22,4.31,38004.15,2237778.03
74312.90,7.96,3.22,43906.74,1518319.64
70026.93,8.19,3.14,38102.47,1503552.21
68524.19,5.56,2.05,48112.39,1219154.40
87927.97,4.78,2.13,34724.16,1276259.02
74082.02,6.94,2.44,32617.47,1400496.66
72245.34,5.87,2.01,25508.79,1127174.71
63555.46,7.53,3.16,41839.48,1251663.85
74170.66,6.67,2.10,40719.24,1469354.78
70005.69,7.39,4.30,25136.22,946556.26
67547.87,7.38,4.18,28131.72,1150658.60
61776.62,8.29,3.05,27970.52,1325819.91
69200.66,6.57,4.28,31085.32,1150093.89
66887.15,7.40,3.35,23806.24,1009142.34
83201.02,7.04,5.15,43837.42,1705276.19
59944.65,8.02,4.19,28999.13,829794.82
53676.37,6.71,2.31,47027.06,1046442.63
64074.96,6.65,4.50,40211.11,1152269.43
77324.40,6.84,2.40,32839.90,1091479.56
76870.36,5.89,4.32,25655.87,1039915.34
55897.31,7.71,5.27,31094.11,565732.82
87765.52,8.24,6.41,39910.34,1739628.38
78331.93,8.49,3.27,31032.86,1442128.73
74569.86,5.37,2.06,39183.96,1004124.91
87314.64,6.68,2.18,25224.65,1143621.36
78019.86,6.18,2.25,36689.23,1060241.20
64432.61,7.01,4.09,50851.06,1548962.89
74332.85,7.52,6.35,30212.44,1056984.18
74664.34,6.41,3.25,23817.90,1447353.26
73406.22,6.00,4.21,38073.52,1251566.48
58464.31,7.41,3.26,25157.45,751969.21
61600.93,6.51,2.38,37457.81,764955.50
75155.18,6.14,4.46,51562.59,1539958.93
67828.91,6.25,2.32,27127.63,962747.16
50144.74,7.65,3.24,43233.32,1353854.48
86557.25,8.72,5.25,42757.44,1850525.57
87733.86,6.41,3.15,43943.48,1778411.66
65846.41,8.24,3.29,22355.22,1369006.11
45551.40,6.44,2.48,49839.32,1197975.09
89946.90,8.29,4.17,40502.74,1930143.83
72792.67,6.88,2.40,34104.37,1481946.19
68709.10,8.58,4.38,31659.70,1347578.53
87506.73,4.95,3.13,32699.65,1358646.75
62862.49,6.72,3.37,37254.70,931768.05
59054.13,7.02,5.24,51384.43,1205962.99
45978.39,8.43,3.02,36062.79,792146.08
80281.42,8.33,5.27,45424.22,1618670.88
65908.74,6.83,3.29,24080.59,864446.79
55930.14,6.59,3.09,24898.74,662630.34
77587.95,6.82,4.37,37280.44,1485145.66
62636.83,5.80,3.18,51456.30,1047226.97
76142.12,8.53,4.00,41931.47,1392793.81
63524.22,4.81,4.31,48123.71,943575.13
85673.31,6.37,2.14,33110.56,1793398.72
49268.37,8.09,6.44,41349.04,881273.12
87978.41,7.66,5.11,39586.43,2138713.94
78785.28,6.53,2.12,33603.48,1540869.87
79271.90,6.56,3.50,28904.22,1707650.44
62755.45,6.80,3.07,41525.38,1025705.13
81944.65,6.91,4.46,34262.32,1541186.25
67384.00,7.81,6.43,48918.06,1930344.45
67282.57,7.75,4.44,42768.91,1481146.95
57869.98,6.23,3.13,44474.70,1099725.28
64967.78,7.32,3.26,28164.22,1190867.44
69700.74,5.34,4.37,21934.90,1070318.81
74490.64,8.46,4.10,35563.46,1358213.91
54827.03,7.84,6.01,45027.11,1198725.49
74369.67,8.23,3.27,45991.86,1774715.48
81357.87,6.46,3.50,51019.21,1538903.99
73185.62,6.97,4.50,54680.64,1462360.60
53526.93,6.43,3.10,51611.11,953261.92
64736.28,7.01,3.15,47717.14,1427108.50
68488.62,7.45,4.03,28298.49,769576.86
49424.27,5.11,2.27,18656.64,668255.48
62032.96,7.08,4.39,25267.11,800809.13
64506.79,7.55,6.07,41521.44,1427202.28
51178.15,6.99,3.10,31822.07,783566.33
64290.21,7.37,3.44,54157.30,949072.25
61482.24,8.10,3.06,50245.27,1693591.84
70130.56,9.57,4.07,26794.26,1675557.27
84923.40,6.36,4.35,43231.62,1943359.77
63233.73,6.53,2.37,49272.46,1106261.27
53776.63,5.95,4.24,29324.00,978766.91
67125.15,7.64,5.37,22651.11,997827.25
66007.94,5.19,4.02,45399.56,1062206.32
64838.49,8.70,4.02,32921.01,1382172.29
83889.44,5.92,4.50,17957.86,1281741.16
78846.27,7.65,6.10,41261.19,1592664.70
72556.20,7.25,6.42,31487.04,1247557.70
62069.76,7.35,3.35,27098.84,779207.55
88697.62,6.60,3.48,29935.90,1222760.86
57216.21,8.23,6.32,35046.01,1380715.32
53712.14,6.88,2.38,31913.70,704884.15
77330.79,5.79,3.45,49571.11,1530480.69
66556.39,8.37,4.21,45325.66,1780415.44
74864.37,8.04,6.21,46250.65,1709667.19
62561.56,7.93,3.23,37446.17,852565.63
77821.62,6.66,2.36,33932.55,1185310.27
79579.99,8.69,6.08,43214.77,1795093.03
69923.35,5.93,4.49,45202.14,956241.99
63879.68,7.12,4.39,56266.97,1224454.55
59154.68,5.94,2.49,26567.51,552279.21
52835.26,7.52,5.28,34537.00,1186357.18
63750.37,8.79,3.40,47248.06,1582261.70
81741.63,7.87,5.25,29755.51,1478028.17
77594.60,7.02,5.35,24293.63,1386306.10
79843.15,7.30,3.24,42452.94,1424786.51
77081.68,7.20,6.42,40080.44,1206937.32
70713.64,7.77,5.22,29436.45,1209287.54
63798.00,6.86,2.38,26626.53,1029869.76
45914.01,6.12,4.16,26309.24,300464.10
88190.47,6.77,2.10,25177.49,1294278.12
72010.80,8.10,6.43,16376.64,1251757.19
52420.53,6.01,4.29,39766.42,1128403.37
74748.15,7.42,5.43,36071.76,1363669.07
80913.46,7.14,6.25,30034.34,1177744.97
59480.05,7.75,4.33,43703.78,980274.07
80951.28,6.32,4.14,38990.81,1524115.89
63856.31,6.84,3.41,31114.90,1311902.53
74727.89,7.12,5.11,27639.06,1119992.62
78095.35,7.12,3.00,32346.43,1538922.90
69689.63,6.31,4.46,27438.69,843633.20
54973.19,7.14,5.45,40412.72,903301.99
62571.35,7.18,4.37,41465.12,1161995.73
69370.93,4.66,3.42,33732.46,733299.79
82415.25,6.46,3.08,46297.58,1837930.80
52864.76,7.85,3.16,39156.98,962028.70
65855.86,7.71,6.40,45528.54,1477765.15
61310.28,7.13,4.39,33201.05,1419345.61
39411.65,7.05,4.44,45851.40,539483.40
77265.75,7.60,3.46,21558.38,1097701.94
74777.76,6.65,2.20,30013.30,1412274.49
67474.28,7.94,4.12,34971.54,1013443.44
68848.20,6.09,4.16,25880.41,893919.04
66148.04,6.84,4.14,31574.41,1234531.60
63595.96,6.68,3.22,19345.41,864702.93
60741.57,6.72,4.38,24534.37,977024.11
73540.63,7.05,5.24,39756.37,936148.51
74633.94,5.63,3.40,30600.60,1056976.97
62016.69,7.79,3.45,35750.29,1040607.31
84249.86,6.16,4.14,44571.38,1641101.52
44247.15,6.17,4.38,22011.95,503065.51
59473.99,7.77,6.19,41215.30,1296146.94
67839.38,6.93,3.46,26377.27,1164209.62
62972.00,4.63,2.00,33869.90,999814.89
61162.58,7.88,6.04,36033.70,1060897.69
87472.26,7.34,3.32,48306.80,1848633.72
48692.98,6.26,3.02,36239.39,617157.91
67858.50,6.23,3.34,29708.76,857697.13
72332.06,6.87,4.41,45804.33,1253434.40
80775.90,7.74,5.29,26601.56,1635092.43
75151.11,6.60,3.30,32032.14,1524845.42
62095.04,4.71,3.24,36183.29,763869.67
75759.49,7.51,4.11,46188.17,1376637.51
64374.31,7.06,6.23,23251.05,1244440.13
48147.87,7.88,6.44,32050.58,693931.50
64127.44,6.99,2.25,42628.71,1277744.74
83921.91,6.82,4.06,39569.83,1539329.32
54617.89,6.78,2.18,29613.84,903881.66
45493.21,7.27,3.20,38938.27,896944.24
72780.15,5.73,2.48,44953.52,1184758.84
96395.32,7.53,6.50,35036.19,1731437.42
47467.42,7.02,3.33,37341.62,762144.93
61807.48,8.20,5.46,44586.72,1270905.02
54794.42,8.00,4.21,39385.68,1000043.90
94923.41,8.04,3.30,43818.81,1967637.29
62058.50,6.18,3.23,28954.50,1114779.25
46952.23,5.73,4.24,31628.23,671661.71
67003.63,7.41,3.02,28464.33,1214986.89
87835.27,7.46,3.39,16250.77,1053236.60
73433.63,6.23,2.05,44544.23,1515005.38
70124.39,7.35,6.32,51673.96,1732196.22
84366.24,7.87,5.27,43445.02,1587122.37
60343.60,7.27,4.38,24199.05,1184893.56
71308.86,8.60,3.25,22710.19,1314348.70
65430.98,7.20,4.41,33320.40,717825.36
73591.49,6.75,2.50,51662.32,1441736.76
52805.84,6.80,4.48,37161.11,1119542.31
58187.05,7.26,4.08,31551.86,850977.01
70506.22,7.95,3.14,44706.72,1655466.74
77412.45,7.07,4.29,33258.83,1641739.52
65087.72,7.46,3.45,40283.25,1369976.50
72547.05,7.05,3.32,39218.76,1465835.84
78864.05,7.35,3.30,50194.11,1789334.85
67335.76,7.38,6.26,10311.00,863297.18
79552.39,6.54,3.32,50113.84,1425366.41
89089.43,9.18,5.29,49782.15,2271112.74
67110.33,7.24,6.10,31998.76,1370699.72
80778.90,6.39,3.16,34431.17,1566740.13
76624.15,6.27,4.17,47039.09,1436995.20
80011.58,6.49,2.49,26576.39,1345962.95
70472.79,6.11,3.24,34894.16,1265180.91
57457.00,7.86,6.22,37378.95,1061222.54
80000.76,5.91,3.17,42245.45,1383967.46
66387.68,7.79,5.22,22552.54,1051519.07
64699.39,6.96,4.00,49083.67,1550359.55
84777.30,6.08,2.22,42038.80,1375057.08
81196.61,7.18,3.01,49574.71,1882978.90
60690.72,7.02,3.42,35528.50,1274053.64
72000.92,7.87,3.13,27699.05,1426434.64
51144.77,6.77,4.04,39369.30,913587.10
57683.85,7.06,4.30,43348.49,1116730.87
63759.05,7.61,6.23,35072.00,1226586.92
68615.77,6.12,2.47,51791.81,1836978.48
66823.43,6.14,4.29,30852.29,1452153.85
67564.17,8.04,5.16,21880.05,1294750.37
68008.62,7.88,5.41,28908.09,1059870.96
73715.42,7.98,3.09,45540.94,1615346.75
50813.70,5.94,2.10,30767.31,1107692.00
83814.10,7.39,3.39,51538.06,2330289.70
51666.77,7.56,3.45,41926.02,1116193.29
69236.93,5.86,4.18,39399.94,1072253.83
81099.58,7.14,4.33,29780.17,1626941.79
59303.82,9.10,3.44,43609.46,1669681.23
69610.97,5.63,4.04,39210.48,806121.84
77402.40,7.86,6.14,39351.02,1680252.74
73386.41,7.92,4.30,38413.49,1186441.76
70961.58,6.19,2.02,38251.81,1766248.40
81181.57,8.20,5.27,26690.71,1641055.94
57272.33,6.60,2.07,30099.40,1120894.80
58871.79,7.07,5.16,25091.82,1325706.90
74029.35,6.41,4.31,36360.27,1593347.85
56849.22,6.78,3.19,43522.69,605073.49
73587.05,6.53,2.30,25271.93,1064509.52
49728.44,7.53,3.19,37608.68,872365.88
60631.11,7.63,3.11,40928.28,1117741.76
78404.36,6.86,3.03,49398.26,1935173.00
86611.18,8.30,3.01,45359.03,1668670.66
58914.49,6.31,2.46,35282.71,1072704.89
75867.02,8.06,4.18,56294.43,1914746.58
66581.57,5.88,3.25,18230.52,839194.07
62820.18,7.68,6.07,23734.17,1285157.87
69711.90,8.09,3.45,36291.15,1433614.97
82710.59,5.09,4.43,44768.69,1459342.89
58828.04,8.75,6.08,44277.30,1652845.98
53161.83,8.68,4.07,30535.26,725830.60
79361.03,6.87,3.23,53875.29,1378863.69
58325.70,7.30,6.31,31256.22,1003941.93
55772.90,6.83,2.07,41638.66,729882.62
71893.43,7.10,3.39,40364.19,1270047.53
75922.89,6.34,2.16,49458.67,1695706.13
54648.29,8.46,4.09,20270.54,714822.59
71857.57,6.23,4.05,52563.98,1462899.03
67424.19,7.60,6.11,32412.84,1127260.13
70564.86,6.60,4.50,38376.47,1014226.30
74237.26,4.71,4.35,37651.01,852982.56
58004.27,8.33,6.36,29182.72,830286.71
101928.86,9.04,4.08,22804.99,1938866.49
55809.49,6.33,4.20,49001.90,1247645.41
48357.06,7.99,3.03,45206.73,813415.13
65017.75,5.95,2.37,26910.32,679373.40
66949.00,5.95,3.18,30323.74,814879.21
82848.56,6.28,4.47,40338.11,1489540.13
65851.26,7.18,5.09,36110.06,1468738.75
93579.12,6.49,4.49,38977.94,1859883.66
76114.16,7.32,5.02,42601.82,1558758.80
84289.80,7.95,4.09,42768.46,2120888.35
57715.54,7.65,5.16,19844.17,790598.83
85825.86,6.26,3.36,13983.30,1137465.34
62765.29,7.46,4.08,22272.19,1369753.28
70205.72,8.66,5.37,26973.43,1433221.12
66595.66,7.48,3.16,42385.40,1373048.10
64303.64,6.58,3.42,20214.60,941950.58
57358.62,7.10,3.14,22061.59,948279.94
74216.13,7.00,3.28,45068.60,1365036.08
68503.49,8.42,4.42,34699.26,1289082.36
55481.29,9.70,3.46,42179.67,1398979.25
75266.00,7.49,5.33,13108.02,1559678.61
68854.09,8.19,5.23,37482.55,1485677.06
74854.10,7.68,4.06,50538.01,1553592.98
54634.32,8.05,6.30,41564.01,1179278.09
57098.20,5.76,2.00,42721.29,1262465.99
68035.56,8.81,4.06,34174.74,1663509.39
63128.61,6.95,3.02,39536.81,930011.57
62937.05,8.93,3.14,38082.48,1584167.85
82915.91,7.88,5.20,50445.65,2185480.09
70138.53,6.84,4.05,44684.74,1529028.71
75611.47,7.17,6.18,22047.20,998240.85
42822.31,4.99,3.34,29670.20,513215.99
60145.23,8.01,5.19,25198.79,1136448.41
87853.85,7.57,6.43,42302.26,1898668.84
66392.57,8.02,5.13,26623.18,1255576.27
58204.22,7.38,5.41,46663.40,1367641.27
88244.61,8.77,3.36,25791.99,1788285.24
68737.60,8.45,6.18,34216.69,1230363.23
56423.03,8.11,3.03,40155.74,1000216.86
66678.06,7.50,5.02,23031.17,587007.84
71517.01,7.73,5.02,40239.28,1734373.04
66097.62,6.15,4.19,37467.60,762167.25
76423.32,7.67,5.25,24402.24,1532845.72
72660.16,6.13,4.39,48711.55,1243501.65
92787.28,6.83,2.24,36590.45,1628878.09
78535.64,7.11,3.33,44280.08,1767330.93
58110.57,6.83,2.41,49355.98,1308752.50
71614.59,8.34,4.38,29922.17,1311681.42
76813.78,6.91,3.11,31822.49,1567368.28
73508.36,6.77,3.49,34894.58,1126821.11
63805.70,5.91,4.35,48433.82,1473761.53
67651.53,6.30,4.42,50823.46,1366000.57
69086.61,9.08,6.41,39890.30,1677612.44
93822.31,6.74,3.39,28555.79,1789973.21
89808.63,8.43,3.19,30847.09,1961715.87
64896.62,4.71,2.01,33201.08,673225.11
61853.86,7.67,3.50,23811.23,1230391.47
64205.86,6.11,2.28,48649.61,1124818.11
74872.36,7.13,3.17,20068.16,1090996.14
81980.59,8.46,3.33,41393.59,1570154.41
52801.98,6.18,3.18,21518.04,685123.14
54510.20,8.72,4.15,20211.44,845553.37
61868.61,4.77,3.17,34967.08,974805.99
63655.18,7.29,3.17,16409.12,1247660.99
86031.51,7.37,5.16,35417.77,1381417.25
72748.51,8.78,6.28,40137.50,1726364.40
61839.77,5.94,3.24,26064.82,961539.06
76519.68,6.64,2.17,28961.43,1359978.16
76774.86,6.40,2.05,34313.83,1384466.44
76659.75,7.04,6.37,41717.72,1531447.29
71371.43,5.30,3.38,52265.60,1418595.73
83460.87,6.98,2.43,31385.46,1476387.00
74740.73,5.79,4.36,29954.62,1168355.32
70229.02,7.64,6.25,28829.01,1222701.01
72950.86,5.11,4.27,38711.03,987447.78
58515.95,6.32,4.43,33776.48,982790.87
52207.44,7.45,5.06,21095.59,527749.40
72821.25,7.12,5.33,40594.06,1391232.53
66250.32,7.76,3.08,24201.75,1094321.88
74275.50,8.49,6.32,38535.73,1610217.18
81167.44,6.34,4.50,28713.96,1768705.13
56119.33,7.37,4.40,36041.28,1236258.08
84998.46,6.26,3.50,28623.41,1329007.20
69604.43,7.57,6.37,40684.08,1704126.88
70775.43,6.91,3.20,40561.30,1321888.27
66236.84,5.07,3.22,38906.86,1113936.64
57451.87,7.95,5.08,38532.98,1043628.37
66293.88,7.33,6.13,48877.50,1663653.71
69100.99,6.25,2.29,46139.14,969678.57
75729.77,7.64,4.21,29996.02,1183014.51
58599.62,7.07,3.43,26569.66,957814.60
59498.08,7.43,3.43,25401.10,912891.68
72409.67,8.47,6.33,40605.97,1479758.32
69316.80,7.87,4.28,24448.21,1431507.62
68656.91,8.79,6.36,43833.85,1747911.50
71240.25,8.89,5.09,42566.50,1563083.34
73223.94,7.71,6.14,41113.01,1425745.30
60968.33,5.76,4.29,28483.81,804453.87
65935.61,8.26,4.16,36262.43,1060440.60
62773.52,6.80,4.06,41389.36,954737.14
69304.57,7.31,3.40,29466.00,1152604.14
73219.00,5.88,4.19,31619.58,955943.81
63787.54,6.01,3.25,22449.53,433247.16
76613.08,7.35,5.50,43250.99,1718876.79
64461.39,6.68,2.04,34210.94,1236874.81
41533.01,5.06,4.24,31685.40,682200.30
79575.64,5.85,4.04,31050.10,1141916.53
82185.47,5.34,4.19,29258.99,1162735.27
69853.42,7.87,6.00,41913.64,1681340.64
51519.62,5.54,4.13,43258.64,945981.53
48616.86,6.84,4.45,29770.08,854045.01
63324.58,6.21,4.42,43281.57,1372994.29
65016.22,8.31,6.05,15902.58,414571.22
76855.87,6.09,2.37,45388.31,1240319.69
75302.08,7.82,4.48,42382.75,1640646.67
69438.70,7.40,4.48,57775.26,1537335.90
75764.20,6.59,2.38,36712.20,1337966.93
68814.93,5.49,3.20,42285.98,1085113.45
60912.32,6.30,4.21,20915.82,905328.77
41007.46,6.03,3.39,39526.57,494742.54
61949.88,6.45,2.34,42092.88,1237360.72
67421.67,7.66,6.04,20167.04,864899.48
68428.39,6.14,3.22,31074.12,1002192.58
61839.65,6.66,4.48,17244.97,800110.12
62835.26,7.16,5.16,50097.95,1410331.83
72485.20,5.71,2.45,43134.04,1036382.77
60945.72,5.63,3.08,34162.96,437146.02
83729.79,5.21,3.19,12906.25,624432.97
57605.80,5.64,2.33,49411.41,1179440.83
75358.48,7.28,3.20,21319.99,1740404.97
53927.41,5.68,3.35,37875.55,706135.14
60776.39,5.57,3.50,28318.75,870252.41
69648.51,6.96,3.17,36038.96,1106149.69
59295.68,8.09,4.44,46784.54,1192677.55
97548.31,6.61,2.50,39089.42,2026303.10
61688.68,8.34,6.15,35552.99,1311473.32
72469.54,8.04,3.07,27227.81,1123386.53
76048.37,7.66,6.43,22469.52,1205750.23
79186.45,9.05,6.38,17840.12,1582140.06
49220.04,6.11,2.33,46981.93,573434.66
80040.17,8.45,5.50,29699.01,1735826.01
51995.58,6.75,2.30,47073.80,1052185.18
52711.12,8.25,4.49,25594.17,1151281.85
56934.46,7.81,3.08,37076.20,1531216.89
66760.70,5.87,3.06,42292.56,1103352.60
52376.61,4.38,2.20,34189.14,308199.89
70224.32,6.59,4.38,40274.17,1423296.12
62612.91,6.66,3.32,40789.83,1315684.46
80285.00,4.05,2.20,23457.13,637951.91
66811.70,5.48,2.06,33499.33,1027191.03
51142.41,7.31,6.25,41872.64,729678.63
90535.17,5.83,2.24,42249.32,1676770.33
93185.81,6.84,2.16,23723.07,1569121.92
70743.20,5.22,3.31,26897.71,874969.70
56024.55,7.47,4.15,36215.96,1172413.20
76224.73,5.44,2.39,50003.26,1538985.19
89671.02,8.88,5.07,15625.55,1286572.98
89825.66,6.58,3.46,18598.26,1646033.41
61013.72,6.14,3.04,34771.66,1147313.02
63362.23,5.92,4.02,34971.82,976483.58
57086.37,7.33,4.03,39002.90,1073350.04
69044.94,5.60,4.09,34764.29,1084255.68
81438.58,6.96,2.29,43340.29,1432252.08
78299.64,7.81,3.37,39298.24,1676070.94
87386.38,6.02,3.50,31735.76,1580557.01
83149.78,5.59,3.45,45985.95,1549873.88
94085.47,9.11,5.15,31011.37,1989672.52
60710.16,7.92,6.41,44101.24,1286980.81
